gene	chrom	strand	cds_start0	cds_end	cds_span	cds_len	tx_len
YBR299W	chrII	+	805350	807105	1755	1755	2005.0
YBR301W	chrII	+	809056	809419	363	363	613.0
YBR302C	chrII	-	810339	811479	1140	1140	1390.0
YCL073C	chrIII	-	6478	8326	1848	1848	2098.0
YCL069W	chrIII	+	9705	11082	1377	1377	1627.0
YCL068C	chrIII	-	11502	12285	783	783	1033.0
YCL067C	chrIII	-	12385	13018	633	633	883.0
YCL066W	chrIII	+	13281	13809	528	528	778.0
YCL064C	chrIII	-	15797	16880	1083	1083	1286.0
YCL063W	chrIII	+	17289	18561	1272	1272	1489.0
YCL061C	chrIII	-	18815	22106	3291	3291	3524.0
YCL059C	chrIII	-	22428	23379	951	951	1122.0
YCL058C	chrIII	-	23522	23981	459	459	709.0
YCL058W-A	chrIII	+	23583	23925	342	342	413.0
YCL057C-A	chrIII	-	24031	24325	294	294	458.0
YCL057W	chrIII	+	24767	26906	2139	2139	2282.0
YCL056C	chrIII	-	26924	27359	435	435	487.0
YCL055W	chrIII	+	27928	28936	1008	1008	1106.0
YCL054W-A	chrIII	+	30909	30996	87	87	401.0
YCL054W	chrIII	+	31448	33974	2526	2526	2677.0
YCL052C	chrIII	-	34142	35393	1251	1251	1479.0
YCL051W	chrIII	+	35864	37616	1752	1752	2173.0
YCL050C	chrIII	-	37835	38801	966	966	1142.0
YCL049C	chrIII	-	39785	40724	939	939	1177.0
YCL048W-A	chrIII	+	41487	41727	240	240	490.0
YCL048W	chrIII	+	42164	43556	1392	1392	1642.0
YCL047C	chrIII	-	43660	44437	777	777	887.0
YCL045C	chrIII	-	44622	46905	2283	2283	2384.0
YCL044C	chrIII	-	47110	48364	1254	1254	1467.0
YCL043C	chrIII	-	48652	50221	1569	1569	1702.0
YCL042W	chrIII	+	50583	50943	360	360	401.0
YCL040W	chrIII	+	50837	52340	1503	1503	1146.0
YCL039W	chrIII	+	52644	54882	2238	2238	2323.0
YCL038C	chrIII	-	54940	56527	1587	1587	1755.0
YCL037C	chrIII	-	57373	58678	1305	1305	1965.0
YCL036W	chrIII	+	59025	60726	1701	1701	1852.0
YCL035C	chrIII	-	60840	61173	333	333	513.0
YCL034W	chrIII	+	61657	62722	1065	1065	1187.0
YCL033C	chrIII	-	62775	63282	507	507	572.0
YCL032W	chrIII	+	63440	64481	1041	1041	1289.0
YCL031C	chrIII	-	64674	65568	894	894	1033.0
YCL030C	chrIII	-	65933	68333	2400	2400	2627.0
YCL029C	chrIII	-	68598	69921	1323	1323	1634.0
YCL028W	chrIII	+	70149	71367	1218	1218	1407.0
YCL027W	chrIII	+	71802	73341	1539	1539	1663.0
YCL026C-B	chrIII	-	73404	73986	582	582	832.0
YCL026C-A	chrIII	-	74703	75285	582	582	832.0
YCL025C	chrIII	-	76017	77919	1902	1902	2026.0
YCL024W	chrIII	+	79161	82275	3114	3114	3300.0
YCL021W-A	chrIII	+	83619	83997	378	378	628.0
YCL018W	chrIII	+	91323	92418	1095	1095	1345.0
YCL017C	chrIII	-	92776	94270	1494	1494	1893.0
YCL016C	chrIII	-	94620	95763	1143	1143	1316.0
YCL014W	chrIII	+	96280	101191	4911	4911	5145.0
YCL012C	chrIII	-	101316	101788	472	405	557.0
YCL011C	chrIII	-	102074	103358	1284	1284	1534.0
YCL010C	chrIII	-	103570	104350	780	780	1069.0
YCL009C	chrIII	-	104618	105548	930	930	1126.0
YCL008C	chrIII	-	105695	106853	1158	1158	1301.0
YCL005W-A	chrIII	+	107022	107417	395	222	349.0
YCL005W	chrIII	+	108020	108791	771	771	940.0
YCL004W	chrIII	+	109104	110670	1566	1566	1721.0
YCL002C	chrIII	-	110807	111675	868	792	1123.0
YCL001W	chrIII	+	111915	112482	567	567	712.0
YCL001W-A	chrIII	+	113079	113541	462	462	712.0
YCL001W-B	chrIII	+	113769	114024	255	255	505.0
YCR001W	chrIII	+	115684	115999	315	315	565.0
YCR002C	chrIII	-	117379	118348	969	969	1170.0
YCR003W	chrIII	+	118619	119171	552	552	679.0
YCR004C	chrIII	-	119574	120318	744	744	1124.0
YCR005C	chrIII	-	120945	122328	1383	1383	1595.0
YCR006C	chrIII	-	122529	123003	474	474	724.0
YCR007C	chrIII	-	126010	126730	720	720	868.0
YCR008W	chrIII	+	128469	130281	1812	1812	2533.0
YCR009C	chrIII	-	130744	131542	798	798	1137.0
YCR010C	chrIII	-	132272	133124	852	852	1102.0
YCR011C	chrIII	-	133723	136873	3150	3150	3368.0
YCR012W	chrIII	+	137745	138996	1251	1251	1449.0
YCR014C	chrIII	-	139184	140933	1749	1749	1999.0
YCR015C	chrIII	-	141216	142170	954	954	1091.0
YCR016W	chrIII	+	143633	144506	873	873	1055.0
YCR017C	chrIII	-	144772	147634	2862	2862	3076.0
YCR018C	chrIII	-	148237	148903	666	666	662.0
YCR019W	chrIII	+	152836	153928	1092	1092	1317.0
YCR020C	chrIII	-	154011	154659	648	648	898.0
YCR020C-A	chrIII	-	154829	155096	267	267	460.0
YCR020W-B	chrIII	+	155319	155556	237	237	804.0
YCR021C	chrIII	-	156108	157107	999	999	1278.0
YCR022C	chrIII	-	157420	157765	345	345	595.0
YCR023C	chrIII	-	158537	160373	1836	1836	2154.0
YCR024C	chrIII	-	160743	162222	1479	1479	1619.0
YCR024C-B	chrIII	-	162598	162865	267	267	237.0
YCR024C-A	chrIII	-	162944	163067	123	123	806.0
YCR025C	chrIII	-	163445	163856	411	411	661.0
YCR026C	chrIII	-	164110	166339	2229	2229	2499.0
YCR027C	chrIII	-	167369	167999	630	630	1465.0
YCR028C	chrIII	-	170885	172424	1539	1539	2358.0
YCR028C-A	chrIII	-	172949	173440	491	408	678.0
YCR030C	chrIII	-	173825	176438	2613	2613	2871.0
YCR031C	chrIII	-	177499	178220	721	414	571.0
YCR032W	chrIII	+	179519	186023	6504	6504	6709.0
YCR033W	chrIII	+	186488	190169	3681	3681	4068.0
YCR034W	chrIII	+	190591	191635	1044	1044	1232.0
YCR035C	chrIII	-	191833	193018	1185	1185	1378.0
YCR036W	chrIII	+	193296	194298	1002	1002	1128.0
YCR037C	chrIII	-	194413	197185	2772	2772	2905.0
YCR038C	chrIII	-	197620	199549	1929	1929	2179.0
YCR039C	chrIII	-	199545	200178	633	633	883.0
YCR040W	chrIII	+	200441	200969	528	528	778.0
YCR041W	chrIII	+	200910	201243	333	333	583.0
YCR042C	chrIII	-	201173	205397	4224	4224	4377.0
YCR043C	chrIII	-	206260	206644	384	384	609.0
YCR044C	chrIII	-	206876	207950	1074	1074	1173.0
YCR045C	chrIII	-	208134	209610	1476	1476	1726.0
YCR046C	chrIII	-	209913	210423	510	510	751.0
YCR047C	chrIII	-	210717	211545	828	828	1118.0
YCR048W	chrIII	+	211928	213761	1833	1833	2121.0
YCR050C	chrIII	-	213463	213772	309	309	559.0
YCR051W	chrIII	+	214070	214739	669	669	858.0
YCR052W	chrIII	+	214993	216445	1452	1452	1670.0
YCR053W	chrIII	+	216696	218241	1545	1545	1696.0
YCR054C	chrIII	-	218375	220067	1692	1692	1976.0
YCR057C	chrIII	-	220456	223228	2772	2772	2959.0
YCR059C	chrIII	-	223453	224230	777	777	975.0
YCR060W	chrIII	+	224398	224734	336	336	484.0
YCR061W	chrIII	+	225562	227458	1896	1896	2279.0
YCR063W	chrIII	+	228317	228791	474	474	724.0
YCR065W	chrIII	+	229309	231004	1695	1695	2226.0
YCR066W	chrIII	+	231499	232963	1464	1464	1665.0
YCR067C	chrIII	-	233124	236322	3198	3198	3393.0
YCR068W	chrIII	+	237213	238776	1563	1563	1945.0
YCR069W	chrIII	+	239054	240011	957	957	1243.0
YCR071C	chrIII	-	240102	240543	441	441	556.0
YCR072C	chrIII	-	240804	242352	1548	1548	1643.0
YCR073C	chrIII	-	242587	246583	3996	3996	4128.0
YCR073W-A	chrIII	+	246962	247910	948	948	1075.0
YCR075C	chrIII	-	248032	248815	783	783	937.0
YCR075W-A	chrIII	+	248974	249202	228	228	326.0
YCR076C	chrIII	-	249292	250045	753	753	875.0
YCR077C	chrIII	-	250237	252628	2391	2391	2548.0
YCR079W	chrIII	+	252844	254173	1329	1329	1519.0
YCR081W	chrIII	+	254370	258654	4284	4284	5014.0
YCR082W	chrIII	+	258882	259269	387	387	593.0
YCR083W	chrIII	+	259577	259961	384	384	542.0
YCR084C	chrIII	-	260310	262452	2142	2142	2693.0
YCR085W	chrIII	+	262915	263269	354	354	604.0
YCR086W	chrIII	+	263391	263964	573	573	700.0
YCR087C-A	chrIII	-	264005	264467	462	462	551.0
YCR088W	chrIII	+	265067	266846	1779	1779	1953.0
YCR089W	chrIII	+	267433	272263	4830	4830	5080.0
YCR090C	chrIII	-	272314	272863	549	549	659.0
YCR091W	chrIII	+	274403	276566	2163	2163	2413.0
YCR092C	chrIII	-	276763	279820	3057	3057	3242.0
YCR093W	chrIII	+	280116	286443	6327	6327	6485.0
YCR094W	chrIII	+	286761	287937	1176	1176	1513.0
YCR095C	chrIII	-	288169	289258	1089	1089	1186.0
YCR095W-A	chrIII	+	289638	289797	159	159	548.0
YCR096C	chrIII	-	293178	293538	360	360	610.0
YCR097W	chrIII	+	293834	294321	487	381	428.0
YCR098C	chrIII	-	297048	298605	1557	1557	1807.0
YCR099C	chrIII	-	300831	301299	468	468	718.0
YCR100C	chrIII	-	301270	302221	951	951	1201.0
YCR101C	chrIII	-	302481	303030	549	549	799.0
YCR102C	chrIII	-	304360	305467	1107	1107	1357.0
YCR104W	chrIII	+	307800	308175	375	375	625.0
YCR105W	chrIII	+	309069	310155	1086	1086	1336.0
YCR106W	chrIII	+	310957	313456	2499	2499	2751.0
YCR107W	chrIII	+	313889	314981	1092	1092	1342.0
YCR108C	chrIII	-	315996	316188	192	192	442.0
YDL248W	chrIV	+	1801	2953	1152	1152	1775.0
YDL247W	chrIV	+	5984	7814	1830	1830	2080.0
YDL246C	chrIV	-	8682	9756	1074	1074	1324.0
YDL245C	chrIV	-	11656	13360	1704	1704	1954.0
YDL244W	chrIV	+	16203	17226	1023	1023	1273.0
YDL243C	chrIV	-	17576	18566	990	990	1807.0
YDL242W	chrIV	+	18958	19312	354	354	604.0
YDL241W	chrIV	+	20634	21006	372	372	949.0
YDL240W	chrIV	+	22822	25876	3054	3054	3469.0
YDL239C	chrIV	-	26402	28775	2373	2373	2623.0
YDL238C	chrIV	-	28984	30454	1470	1470	1740.0
YDL237W	chrIV	+	30656	31829	1173	1173	1501.0
YDL236W	chrIV	+	32295	33234	939	939	1182.0
YDL235C	chrIV	-	33414	33918	504	504	770.0
YDL234C	chrIV	-	34236	36477	2241	2241	2529.0
YDL233W	chrIV	+	36796	38173	1377	1377	1560.0
YDL232W	chrIV	+	38486	38597	111	111	428.0
YDL231C	chrIV	-	38866	42244	3378	3378	3578.0
YDL230W	chrIV	+	42699	43707	1008	1008	1122.0
YDL229W	chrIV	+	44064	45906	1842	1842	1978.0
YDL227C	chrIV	-	46270	48031	1761	1761	1860.0
YDL226C	chrIV	-	51114	52173	1059	1059	1326.0
YDL225W	chrIV	+	52444	54100	1656	1656	1811.0
YDL224C	chrIV	-	54396	56346	1950	1950	2551.0
YDL223C	chrIV	-	57264	60405	3141	3141	3461.0
YDL222C	chrIV	-	60871	61801	930	930	1180.0
YDL220C	chrIV	-	62243	65018	2775	2775	3246.0
YDL219W	chrIV	+	65241	65765	524	453	776.0
YDL218W	chrIV	+	66492	67446	954	954	1204.0
YDL217C	chrIV	-	67982	68606	624	624	1196.0
YDL216C	chrIV	-	68996	70319	1323	1323	1455.0
YDL215C	chrIV	-	70639	73918	3279	3279	3633.0
YDL214C	chrIV	-	74445	76545	2100	2100	2350.0
YDL213C	chrIV	-	77288	77966	678	678	819.0
YDL212W	chrIV	+	78425	79058	633	633	836.0
YDL211C	chrIV	-	79293	80412	1119	1119	1369.0
YDL210W	chrIV	+	84269	85985	1716	1716	1966.0
YDL209C	chrIV	-	86206	87226	1020	1020	1238.0
YDL208W	chrIV	+	87511	87982	471	471	643.0
YDL207W	chrIV	+	88247	89864	1617	1617	1733.0
YDL206W	chrIV	+	90175	92464	2289	2289	2477.0
YDL205C	chrIV	-	92761	93745	984	984	1497.0
YDL204W-A	chrIV	+	94132	94285	153	153	403.0
YDL204W	chrIV	+	94604	95786	1182	1182	1859.0
YDL203C	chrIV	-	96081	97953	1872	1872	2341.0
YDL202W	chrIV	+	98474	99224	750	750	958.0
YDL201W	chrIV	+	99560	100421	861	861	1047.0
YDL200C	chrIV	-	100500	101067	567	567	673.0
YDL199C	chrIV	-	101289	103353	2064	2064	2314.0
YDL198C	chrIV	-	103648	104551	903	903	1180.0
YDL197C	chrIV	-	104916	106494	1578	1578	2285.0
YDL195W	chrIV	+	107207	111029	3822	3822	4093.0
YDL194W	chrIV	+	111579	114234	2655	2655	3114.0
YDL193W	chrIV	+	114671	115799	1128	1128	1427.0
YDL192W	chrIV	+	116320	116866	546	546	898.0
YDL191W	chrIV	+	117663	118517	854	363	479.0
YDL190C	chrIV	-	118706	121592	2886	2886	3283.0
YDL189W	chrIV	+	122215	123589	1374	1374	1732.0
YDL188C	chrIV	-	123864	124998	1134	1134	1470.0
YDL186W	chrIV	+	125615	126449	834	834	1084.0
YDL185W	chrIV	+	126786	130002	3216	3216	3465.0
YDL184C	chrIV	-	130406	130484	78	78	310.0
YDL183C	chrIV	-	130870	131833	963	963	1213.0
YDL182W	chrIV	+	133436	134723	1287	1287	1417.0
YDL181W	chrIV	+	135178	135436	258	258	462.0
YDL180W	chrIV	+	135895	137539	1644	1644	1989.0
YDL179W	chrIV	+	138290	139205	915	915	1162.0
YDL178W	chrIV	+	139521	141114	1593	1593	1686.0
YDL177C	chrIV	-	141208	141721	513	513	655.0
YDL176W	chrIV	+	142096	144223	2127	2127	2375.0
YDL175C	chrIV	-	144483	145518	1035	1035	1286.0
YDL174C	chrIV	-	145825	147589	1764	1764	1956.0
YDL173W	chrIV	+	148190	149078	888	888	1054.0
YDL171C	chrIV	-	149202	155640	6438	6438	6809.0
YDL170W	chrIV	+	156317	157904	1587	1587	1776.0
YDL169C	chrIV	-	158063	158735	672	672	922.0
YDL168W	chrIV	+	159603	160764	1161	1161	1446.0
YDL167C	chrIV	-	160994	163154	2160	2160	2382.0
YDL166C	chrIV	-	163448	164042	594	594	769.0
YDL165W	chrIV	+	164289	164865	576	576	729.0
YDL164C	chrIV	-	164986	167254	2268	2268	2478.0
YDL161W	chrIV	+	167713	169078	1365	1365	2225.0
YDL160C-A	chrIV	-	169365	169608	243	243	466.0
YDL160C	chrIV	-	170409	171930	1521	1521	2481.0
YDL159W-A	chrIV	+	172181	172313	132	132	382.0
YDL159W	chrIV	+	172480	174028	1548	1548	1718.0
YDL157C	chrIV	-	174231	174588	357	357	674.0
YDL156W	chrIV	+	174917	176486	1569	1569	95.0
YDL155W	chrIV	+	176772	178056	1284	1284	1534.0
YDL154W	chrIV	+	178333	181039	2706	2706	1208.0
YDL153C	chrIV	-	181185	183018	1833	1833	2015.0
YDL150W	chrIV	+	183342	184611	1269	1269	1517.0
YDL149W	chrIV	+	184924	187918	2994	2994	3139.0
YDL148C	chrIV	-	188153	190586	2433	2433	2774.0
YDL147W	chrIV	+	190923	192261	1338	1338	1527.0
YDL146W	chrIV	+	192749	194225	1476	1476	1922.0
YDL145C	chrIV	-	194570	198176	3606	3606	4059.0
YDL144C	chrIV	-	198661	199732	1071	1071	1233.0
YDL143W	chrIV	+	199995	201582	1587	1587	1770.0
YDL142C	chrIV	-	201718	202570	852	852	1033.0
YDL141W	chrIV	+	203038	205111	2073	2073	2567.0
YDL140C	chrIV	-	205359	210561	5202	5202	5897.0
YDL139C	chrIV	-	211374	212046	672	672	922.0
YDL138W	chrIV	+	213350	215642	2292	2292	2616.0
YDL137W	chrIV	+	216528	217074	546	546	1280.0
YDL136W	chrIV	+	217599	218367	768	363	525.0
YDL135C	chrIV	-	218679	219288	609	609	1037.0
YDL134C	chrIV	-	219661	220771	1110	1110	1748.0
YDL133C-A	chrIV	-	221723	221801	78	78	329.0
YDL133W	chrIV	+	222426	223740	1314	1314	1819.0
YDL132W	chrIV	+	224303	226751	2448	2448	2951.0
YDL131W	chrIV	+	227392	228715	1323	1323	1534.0
YDL130W-A	chrIV	+	229170	229431	261	261	488.0
YDL130W	chrIV	+	229905	230527	622	321	466.0
YDL129W	chrIV	+	231023	231899	876	876	1445.0
YDL128W	chrIV	+	232651	233887	1236	1236	1466.0
YDL127W	chrIV	+	234926	235853	927	927	1158.0
YDL126C	chrIV	-	236156	238664	2508	2508	2680.0
YDL125C	chrIV	-	239018	239606	588	477	767.0
YDL124W	chrIV	+	240258	241197	939	939	1084.0
YDL123W	chrIV	+	241417	241840	423	423	946.0
YDL122W	chrIV	+	242551	244981	2430	2430	2783.0
YDL121C	chrIV	-	245132	245582	450	450	676.0
YDL120W	chrIV	+	245922	246447	525	525	803.0
YDL119C	chrIV	-	246688	247612	924	924	1259.0
YDL117W	chrIV	+	248580	251238	2658	2658	3204.0
YDL116W	chrIV	+	251565	253746	2181	2181	2342.0
YDL115C	chrIV	-	253994	255126	1132	1062	1196.0
YDL114W	chrIV	+	255603	256530	927	927	1177.0
YDL113C	chrIV	-	256632	258555	1923	1923	2108.0
YDL112W	chrIV	+	258914	263225	4311	4311	4475.0
YDL111C	chrIV	-	263312	264110	798	798	956.0
YDL110C	chrIV	-	264511	264964	453	453	703.0
YDL109C	chrIV	-	265257	267201	1944	1944	3221.0
YDL108W	chrIV	+	267697	268699	1002	921	1007.0
YDL107W	chrIV	+	268920	269976	1056	1056	1229.0
YDL106C	chrIV	-	270221	271901	1680	1680	1872.0
YDL105W	chrIV	+	272388	273597	1209	1209	1374.0
YDL104C	chrIV	-	273652	274876	1224	1224	1492.0
YDL103C	chrIV	-	275147	276581	1434	1434	1590.0
YDL102W	chrIV	+	276871	280165	3294	3294	3498.0
YDL101C	chrIV	-	280306	281848	1542	1542	1689.0
YDL100C	chrIV	-	282111	283176	1065	1065	1213.0
YDL099W	chrIV	+	283418	284444	1026	1026	1149.0
YDL098C	chrIV	-	284580	285165	585	585	733.0
YDL097C	chrIV	-	285390	286695	1305	1305	1445.0
YDL095W	chrIV	+	287058	289512	2454	2454	2629.0
YDL093W	chrIV	+	289908	292140	2232	2232	2544.0
YDL092W	chrIV	+	292780	293221	441	441	612.0
YDL091C	chrIV	-	293391	294759	1368	1368	1550.0
YDL090C	chrIV	-	295033	296329	1296	1296	1450.0
YDL089W	chrIV	+	296819	298274	1455	1455	1797.0
YDL088C	chrIV	-	298416	300003	1587	1587	1837.0
YDL087C	chrIV	-	300213	300999	786	786	964.0
YDL086W	chrIV	+	301412	302234	822	822	1054.0
YDL085C-A	chrIV	-	302463	302670	207	207	511.0
YDL085W	chrIV	+	303210	304848	1638	1638	1888.0
YDL084W	chrIV	+	305236	306577	1341	1341	1610.0
YDL083C	chrIV	-	306925	307789	864	432	580.0
YDL082W	chrIV	+	308423	309388	965	600	780.0
YDL081C	chrIV	-	309801	310122	321	321	495.0
YDL080C	chrIV	-	310641	312471	1830	1830	2228.0
YDL079C	chrIV	-	312950	314748	1798	1506	1756.0
YDL078C	chrIV	-	315356	316388	1032	1032	1235.0
YDL077C	chrIV	-	316970	320120	3150	3150	3408.0
YDL076C	chrIV	-	320667	321552	885	885	1256.0
YDL075W	chrIV	+	322225	322988	763	342	437.0
YDL074C	chrIV	-	324046	326149	2103	2103	2325.0
YDL073W	chrIV	+	326612	329567	2955	2955	3181.0
YDL072C	chrIV	-	329835	330447	612	612	763.0
YDL070W	chrIV	+	331023	332940	1917	1917	2204.0
YDL069C	chrIV	-	333120	333810	690	690	951.0
YDL067C	chrIV	-	334216	334396	180	180	624.0
YDL066W	chrIV	+	334834	336121	1287	1287	1463.0
YDL065C	chrIV	-	336248	337277	1029	1029	1141.0
YDL064W	chrIV	+	337486	338070	584	474	741.0
YDL063C	chrIV	-	338271	340134	1863	1863	2108.0
YDL061C	chrIV	-	340627	340798	171	171	830.0
YDL060W	chrIV	+	341618	343985	2367	2367	2510.0
YDL059C	chrIV	-	344236	344953	717	717	1090.0
YDL058W	chrIV	+	345664	351037	5373	5373	5574.0
YDL057W	chrIV	+	351433	352420	987	987	1063.0
YDL056W	chrIV	+	352876	355378	2502	2502	2675.0
YDL055C	chrIV	-	355673	356759	1086	1086	1478.0
YDL054C	chrIV	-	359824	361285	1461	1461	1633.0
YDL053C	chrIV	-	361698	362256	558	558	946.0
YDL052C	chrIV	-	362671	363583	912	912	1053.0
YDL051W	chrIV	+	363951	364779	828	828	1139.0
YDL049C	chrIV	-	365067	365874	807	807	1057.0
YDL048C	chrIV	-	366738	368211	1473	1473	1632.0
YDL047W	chrIV	+	369770	370706	936	936	1486.0
YDL046W	chrIV	+	371239	371761	522	522	887.0
YDL045W-A	chrIV	+	372247	372535	288	288	458.0
YDL045C	chrIV	-	372687	373608	921	921	1184.0
YDL044C	chrIV	-	373966	375289	1323	1323	1428.0
YDL043C	chrIV	-	375679	376480	801	801	1159.0
YDL042C	chrIV	-	376756	378445	1689	1689	1869.0
YDL040C	chrIV	-	378873	381438	2565	2565	2736.0
YDL039C	chrIV	-	381984	384081	2097	2097	2232.0
YDL037C	chrIV	-	384600	385587	987	987	1414.0
YDL036C	chrIV	-	387512	388901	1389	1389	1775.0
YDL035C	chrIV	-	389171	392057	2886	2886	3321.0
YDL033C	chrIV	-	392658	393912	1254	1254	1546.0
YDL031W	chrIV	+	394216	397204	2988	2988	3199.0
YDL030W	chrIV	+	397536	399129	1593	1593	1761.0
YDL029W	chrIV	+	399339	400638	1299	1176	1494.0
YDL028C	chrIV	-	400996	403291	2295	2295	2561.0
YDL027C	chrIV	-	403694	404957	1263	1263	1494.0
YDL025C	chrIV	-	405343	407206	1863	1863	2247.0
YDL024C	chrIV	-	408450	409857	1407	1407	1657.0
YDL022C-A	chrIV	-	409807	410056	249	249	499.0
YDL022W	chrIV	+	411824	413000	1176	1176	1471.0
YDL021W	chrIV	+	413952	414888	936	936	1186.0
YDL020C	chrIV	-	415112	416708	1596	1596	1974.0
YDL019C	chrIV	-	417662	421514	3852	3852	4227.0
YDL018C	chrIV	-	422832	423510	678	678	937.0
YDL017W	chrIV	+	424208	425732	1524	1524	1717.0
YDL015C	chrIV	-	426001	426934	933	933	1219.0
YDL014W	chrIV	+	427363	428347	984	984	1348.0
YDL013W	chrIV	+	429066	430926	1860	1860	2135.0
YDL012C	chrIV	-	431107	431517	410	324	995.0
YDL010W	chrIV	+	432329	433025	696	696	1027.0
YDL009C	chrIV	-	432924	433248	324	324	574.0
YDL008W	chrIV	+	433496	433994	498	498	637.0
YDL007C-A	chrIV	-	436566	436824	258	258	508.0
YDL007W	chrIV	+	438046	439360	1314	1314	1453.0
YDL006W	chrIV	+	439908	440754	846	846	1336.0
YDL005C	chrIV	-	441013	442309	1296	1296	1576.0
YDL004W	chrIV	+	443028	443511	483	483	838.0
YDL003W	chrIV	+	444682	446383	1701	1701	1942.0
YDL002C	chrIV	-	446966	447578	612	612	1052.0
YDL001W	chrIV	+	447983	449276	1293	1293	1467.0
YDR001C	chrIV	-	450219	452475	2256	2256	2606.0
YDR002W	chrIV	+	453044	453650	606	606	841.0
YDR003W	chrIV	+	454121	454754	633	633	1012.0
YDR003W-A	chrIV	+	454781	454904	123	123	373.0
YDR004W	chrIV	+	455200	456583	1383	1383	1529.0
YDR005C	chrIV	-	456835	458103	1268	1188	1543.0
YDR006C	chrIV	-	458541	461247	2706	2706	2929.0
YDR007W	chrIV	+	461841	462516	675	675	1003.0
YDR009W	chrIV	+	463433	464996	1563	1563	1813.0
YDR010C	chrIV	-	465050	465383	333	333	583.0
YDR011W	chrIV	+	465918	470424	4506	4506	5007.0
YDR012W	chrIV	+	471852	472941	1089	1089	1198.0
YDR013W	chrIV	+	473156	473783	627	627	732.0
YDR014W	chrIV	+	474045	475989	1944	1944	2397.0
YDR014W-A	chrIV	+	477796	478285	489	489	739.0
YDR016C	chrIV	-	478473	478758	285	285	490.0
YDR017C	chrIV	-	479114	482267	3153	3153	3460.0
YDR018C	chrIV	-	482669	483860	1191	1191	1441.0
YDR019C	chrIV	-	484162	485365	1203	1203	1409.0
YDR020C	chrIV	-	485745	486444	699	699	1218.0
YDR021W	chrIV	+	486803	488003	1200	1200	1408.0
YDR022C	chrIV	-	488071	488662	591	591	736.0
YDR023W	chrIV	+	489507	490896	1389	1389	1544.0
YDR025W	chrIV	+	491514	492324	810	471	574.0
YDR026C	chrIV	-	492555	494268	1713	1713	2135.0
YDR027C	chrIV	-	494648	497318	2670	2670	2883.0
YDR028C	chrIV	-	497834	500879	3045	3045	3992.0
YDR029W	chrIV	+	501099	501414	315	315	565.0
YDR030C	chrIV	-	501752	503273	1521	1521	1771.0
YDR031W	chrIV	+	503497	503863	366	366	521.0
YDR032C	chrIV	-	504098	504695	597	597	909.0
YDR033W	chrIV	+	508146	509109	963	963	1691.0
YDR034C	chrIV	-	509736	512109	2373	2373	2809.0
YDR034C-A	chrIV	-	520515	520692	177	177	427.0
YDR034W-B	chrIV	+	521313	521469	156	156	406.0
YDR035W	chrIV	+	521815	522928	1113	1113	1412.0
YDR036C	chrIV	-	523210	524713	1503	1503	1709.0
YDR037W	chrIV	+	525439	527215	1776	1776	1896.0
YDR038C	chrIV	-	527421	530697	3276	3276	3600.0
YDR039C	chrIV	-	531306	534582	3276	3276	3574.0
YDR040C	chrIV	-	535191	538467	3276	3276	3398.0
YDR041W	chrIV	+	539802	540414	612	612	797.0
YDR042C	chrIV	-	540600	541203	603	603	853.0
YDR043C	chrIV	-	542673	543369	696	696	946.0
YDR044W	chrIV	+	546641	547628	987	987	1364.0
YDR045C	chrIV	-	547977	548310	333	333	785.0
YDR046C	chrIV	-	548761	550576	1815	1815	2126.0
YDR047W	chrIV	+	551859	552948	1089	1089	1666.0
YDR049W	chrIV	+	553253	555152	1899	1899	2135.0
YDR050C	chrIV	-	555725	556472	747	747	854.0
YDR051C	chrIV	-	557055	558060	1005	1005	1111.0
YDR052C	chrIV	-	558510	560625	2115	2115	2503.0
YDR054C	chrIV	-	561439	562327	888	888	1549.0
YDR055W	chrIV	+	563526	564861	1335	1335	1537.0
YDR056C	chrIV	-	565022	565640	618	618	834.0
YDR057W	chrIV	+	565926	567555	1629	1629	1744.0
YDR058C	chrIV	-	567722	568703	981	981	1167.0
YDR059C	chrIV	-	569233	569770	537	447	604.0
YDR060W	chrIV	+	570648	573726	3078	3078	3565.0
YDR061W	chrIV	+	574163	575783	1620	1620	1785.0
YDR062W	chrIV	+	576473	578159	1686	1686	2378.0
YDR063W	chrIV	+	578662	579112	450	450	690.0
YDR064W	chrIV	+	579457	580452	995	456	584.0
YDR065W	chrIV	+	580686	581784	1098	1098	1727.0
YDR066C	chrIV	-	581907	582498	591	591	836.0
YDR067C	chrIV	-	582790	583465	675	675	804.0
YDR068W	chrIV	+	583712	584645	933	933	1112.0
YDR069C	chrIV	-	584938	587719	2781	2781	3136.0
YDR070C	chrIV	-	588097	588379	282	282	532.0
YDR071C	chrIV	-	588826	589402	576	576	806.0
YDR072C	chrIV	-	589760	591344	1584	1584	1911.0
YDR073W	chrIV	+	592438	592948	510	510	986.0
YDR074W	chrIV	+	593892	596583	2691	2691	3191.0
YDR075W	chrIV	+	597155	598082	927	927	1293.0
YDR076W	chrIV	+	598467	599688	1221	1221	1527.0
YDR077W	chrIV	+	600792	601809	1017	1017	1357.0
YDR078C	chrIV	-	602197	602869	672	672	860.0
YDR079W	chrIV	+	603063	603399	336	336	660.0
YDR079C-A	chrIV	-	603592	603811	219	219	506.0
YDR080W	chrIV	+	604007	606986	2979	2979	3205.0
YDR081C	chrIV	-	607303	610081	2778	2778	2936.0
